Date Last Researched,Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Status,Reactor Type,Model,Start Year,Retirement Year,Planned Retirement,Cancellation Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retirement Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
2023-07-25,Argentina,Atucha nuclear power plant,1,,,362.0,operating,pressurized heavy water reactor,PHWR KWU,1974.0,,,,1968-06-01 00:00:00,1974-01-13 00:00:00,1974-03-19 00:00:00,1974-06-24 00:00:00,,Nucleoelectrica Argentina SA,,Nucleoelectrica Argentina SA,,340.0,319.0,1179.0,-33.96701,-59.2095,exact,,,Partido de Zárate,Buenos Aires,Latin America and the Caribbean,Americas,L500166,G500502,https://gem.wiki/Atucha_nuclear_power_plant
2023-08-01,Argentina,Atucha nuclear power plant,2,,,745.0,mothballed,pressurized heavy water reactor,PHWR KWU,2016.0,,,,1981-07-13 00:00:00,2014-06-02 00:00:00,2014-06-24 00:00:00,2016-05-25 00:00:00,,Nucleoelectrica Argentina SA,,Nucleoelectrica Argentina SA,,693.0,692.0,2160.0,-33.9672,-59.2073,exact,,,Partido de Zárate,Buenos Aires,Latin America and the Caribbean,Americas,L500166,G500382,https://gem.wiki/Atucha_nuclear_power_plant
2023-08-01,Argentina,Atucha nuclear power plant,3,,Unit IV,1150.0,pre-construction,pressurized water reactor,Hualong One,2029.0,,,,,,,,,China National Nuclear CORP [85%]; Nucleoelectrica Argentina SA [15%],,Nucleoelectrica Argentina SA,,,,,-33.9672,-59.2075,exact,,,Partido de Zárate,Buenos Aires,Latin America and the Caribbean,Americas,L500166,G500646,https://gem.wiki/Atucha_nuclear_power_plant
2023-07-25,Argentina,CAREM nuclear power plant,,Central Argentina de Elementos Modulares,CAREM25,29.0,construction,pressurized water reactor,CAREM Prototype (Integrated-PWR),2023.0,,,,2015-08-25 00:00:00,,,,,Comision Nacional De Energia Atomica,,Comision Nacional De Energia Atomica,,25.0,25.0,100.0,-33.9678,-59.21301,exact,,,Partido de Zárate,Buenos Aires,Latin America and the Caribbean,Americas,L500252,G500600,https://gem.wiki/CAREM_nuclear_power_plant
2023-07-25,Argentina,Embalse nuclear power plant,,,,656.0,operating,pressurized heavy water reactor,CANDU 6,1984.0,,,,1974-04-01 00:00:00,1983-03-13 00:00:00,1983-04-25 00:00:00,1984-01-20 00:00:00,,Nucleoelectrica Argentina SA,,Nucleoelectrica Argentina SA,,608.0,608.0,2064.0,-32.2316,-64.4422,exact,,Pedanía Cañada de Álvarez,Departamento Calamuchita,Córdoba,Latin America and the Caribbean,Americas,L500169,G500385,https://gem.wiki/Embalse_nuclear_power_plant
2023-07-25,Armenia,Armenian nuclear power plant,1,Հայկական ատոմային էլեկտրակայան,Metsamor,408.0,retired,pressurized water reactor,VVER V-270,1977.0,1989.0,N,,1969-07-01 00:00:00,1976-12-15 00:00:00,1976-12-22 00:00:00,1977-10-06 00:00:00,1989-02-25 00:00:00,Ministry Of Territorial Administration And Infrastructure,,Closed Joint Stock Company Armenian NPP,,376.0,376.0,1375.0,40.1817,44.1423,exact,,,Vagharshapat region,Armavir Province,Western Asia,Asia,L500203,G500481,https://gem.wiki/Armenian_nuclear_power_plant
2023-07-25,Armenia,Armenian nuclear power plant,2,Հայկական ատոմային էլեկտրակայան,Metsamor,448.0,operating,pressurized water reactor,VVER V-270,1980.0,2026.0,Y,,1975-07-01 00:00:00,1980-01-01 00:00:00,1980-01-05 00:00:00,1980-05-03 00:00:00,,Ministry Of Territorial Administration And Infrastructure,,Closed Joint Stock Company Armenian NPP,,416.0,375.0,1375.0,40.1817,44.1423,exact,,,Vagharshapat region,Armavir Province,Western Asia,Asia,L500203,G500482,https://gem.wiki/Armenian_nuclear_power_plant
2023-07-25,Armenia,Armenian nuclear power plant,3,Հայկական ատոմային էլեկտրակայան,Metsamor,1200.0,announced,unknown,unknown,,,,,,,,,,,,,,,,,40.1817,44.1423,exact,,,Vagharshapat region,Armavir Province,Western Asia,Asia,L500203,G500714,https://gem.wiki/Armenian_nuclear_power_plant
2023-08-30,Austria,Zwentendorf nuclear power plant,1,,,723.0,cancelled,boiling water reactor,unknown,,,,1978.0,1971-05-01 00:00:00,,,,,,,Tullnerfeld GMBH,,,692.0,,48.3546,15.88501,exact,,Bezirk Tulln,,Lower Austria,Western Europe,Europe,L500381,G501048,https://gem.wiki/Zwentendorf_nuclear_power_plant
2023-08-30,Azerbaijan,Navai New nuclear power plant,1,,,1500.0,cancelled,unknown,unknown,,,,2013.0,,,,,,,,,,,,,40.0161,49.1355,approximate,Navahi,,,Hajigabul District,Western Asia,Asia,L500382,G501049,https://gem.wiki/Navai_New_nuclear_power_plant
2023-08-30,Azerbaijan,Navai Original nuclear power plant,1,,,1000.0,cancelled,unknown,unknown,,,,1986.0,,,,,,,,,,,,,40.0161,49.1355,approximate,Navahi,,,Hajigabul District,Western Asia,Asia,L500383,G501050,https://gem.wiki/Navai_Original_nuclear_power_plant
2023-07-25,Bangladesh,Rooppur nuclear power plant,1,,,1200.0,construction,pressurized water reactor,VVER V-523,2024.0,,,,2017-11-30 00:00:00,,,,,Bangladesh Atomic Energy Commission,,Nuclear Power Plant Company Bangladesh LTD,,1080.0,1080.0,3200.0,24.0656,89.0453,exact,,Iswardi,Pabna District,Rajshahi Division,Southern Asia,Asia,L500091,G500177,https://gem.wiki/Rooppur_nuclear_power_plant
2023-07-25,Bangladesh,Rooppur nuclear power plant,2,,,1200.0,construction,pressurized water reactor,VVER V-523,2023.0,,,,2018-07-14 00:00:00,,,,,Bangladesh Atomic Energy Commission,,Nuclear Power Plant Company Bangladesh LTD,,1080.0,1080.0,3200.0,24.0656,89.0453,exact,,Iswardi,Pabna District,Rajshahi Division,Southern Asia,Asia,L500091,G500178,https://gem.wiki/Rooppur_nuclear_power_plant
2023-07-25,Belarus,Astravets nuclear power plant,1,,Belarusian; Ostrovets,1194.0,operating,pressurized water reactor,VVER V-491,2021.0,,,,2013-11-08 00:00:00,2020-10-11 00:00:00,2020-11-03 00:00:00,2021-06-10 00:00:00,,"Republican Unitary Enterprise ""Belarusian Nuclear Power Plant""",,"Republican Unitary Enterprise ""Belarusian Nuclear Power Plant""",,1110.0,1110.0,3200.0,54.7598,26.0937,exact,Varnianski sieĺski Saviet,Astravyets District,,Hrodna Region,Eastern Europe,Europe,L500085,G500159,https://gem.wiki/Astravets_nuclear_power_plant
2023-07-25,Belarus,Astravets nuclear power plant,2,,Belarusian; Ostrovets,1194.0,construction,pressurized water reactor,VVER V-491,2023.0,,,,2014-04-27 00:00:00,2023-03-25 00:00:00,2023-05-13 00:00:00,2023-10-01 00:00:00,,"Republican Unitary Enterprise ""Belarusian Nuclear Power Plant""",,"Republican Unitary Enterprise ""Belarusian Nuclear Power Plant""",,1110.0,1110.0,3200.0,54.7598,26.0937,exact,Varnianski sieĺski Saviet,Astravyets District,,Hrodna Region,Eastern Europe,Europe,L500085,G500179,https://gem.wiki/Astravets_nuclear_power_plant
2023-08-30,Belarus,Minsk nuclear power plant,1,,,1000.0,cancelled,pressurized water reactor,VVER V-1000,,,,1988.0,1983,,,,,,,,,,,,53.7208,28.0445,approximate,Minsk,,,Minsk Region,Eastern Europe,Europe,L500384,G501051,https://gem.wiki/Minsk_nuclear_power_plant
2023-08-30,Belarus,Minsk nuclear power plant,2,,,1000.0,cancelled,pressurized water reactor,VVER V-1000,,,,1988.0,1983,,,,,,,,,,,,53.7208,28.0445,approximate,Minsk,,,Minsk Region,Eastern Europe,Europe,L500384,G501052,https://gem.wiki/Minsk_nuclear_power_plant
2023-07-25,Belgium,BR3 nuclear power plant,3,,Belgian Reactor-3,12.0,retired,pressurized water reactor,Prototype,1962.0,1987.0,N,,1957-11-01 00:00:00,1962-08-29 00:00:00,1962-10-10 00:00:00,1962-10-10 00:00:00,1987-06-30 00:00:00,Centre D'Etude De L'Energie Nucleaire; Studiecentrum Voor Kernenergie,,Centre D'Etude De L'Energie Nucleaire; Studiecentrum Voor Kernenergie,,10.0,11.0,41.0,51.2169,5.0998,exact,,Turnhout,,Antwerp,Western Europe,Europe,L500264,G500616,https://gem.wiki/BR3_nuclear_power_plant
2023-07-25,Belgium,Doel nuclear power plant,1,,,454.0,operating,pressurized water reactor,WH 2LP,1975.0,,,,1969-07-01 00:00:00,1974-07-18 00:00:00,1974-08-28 00:00:00,1975-02-15 00:00:00,,Indivision Doel,,Engie Electrabel; EDF Belgium; EDF Luminus,,445.0,392.0,1311.0,51.3254,4.2597,exact,,Sint-Niklaas,,East Flanders,Western Europe,Europe,L500101,G500499,https://gem.wiki/Doel_nuclear_power_plant
2023-07-25,Belgium,Doel nuclear power plant,2,,,454.0,operating,pressurized water reactor,WH 2LP,1975.0,,,,1971-09-01 00:00:00,1975-08-04 00:00:00,1975-08-21 00:00:00,1975-12-01 00:00:00,,Indivision Doel,,Engie Electrabel; EDF Belgium; EDF Luminus,,445.0,445.0,1311.0,51.3254,4.2597,exact,,Sint-Niklaas,,East Flanders,Western Europe,Europe,L500101,G500500,https://gem.wiki/Doel_nuclear_power_plant
2023-07-25,Belgium,Doel nuclear power plant,3,,,1056.0,retired,pressurized water reactor,WH 3LP,1982.0,2022.0,N,,1975-01-01 00:00:00,1982-06-14 00:00:00,1982-06-23 00:00:00,1982-10-01 00:00:00,2022-09-23 00:00:00,Societes Reunies D'Energie Du Bassin De L'Escaut SA,,Engie Electrabel; EDF Belgium; EDF Luminus,,1006.0,890.0,3054.0,51.3254,4.2597,exact,,Sint-Niklaas,,East Flanders,Western Europe,Europe,L500101,G500197,https://gem.wiki/Doel_nuclear_power_plant
2023-07-25,Belgium,Doel nuclear power plant,4,,,1090.0,operating,pressurized water reactor,WH 3LP,1985.0,,,,1978-12-01 00:00:00,1985-03-31 00:00:00,1985-04-08 00:00:00,1985-07-01 00:00:00,,Societes Reunies D'Energie Du Bassin De L'Escaut SA,,Engie Electrabel; EDF Belgium; EDF Luminus,,1038.0,1000.0,2988.0,51.3254,4.2597,exact,,Sint-Niklaas,,East Flanders,Western Europe,Europe,L500101,G500234,https://gem.wiki/Doel_nuclear_power_plant
2023-07-25,Belgium,Tihange nuclear power plant,1,,,1009.0,operating,pressurized water reactor,Framatome 3 loops reactor,1975.0,,,,1970-06-01 00:00:00,1975-02-21 00:00:00,1975-03-07 00:00:00,1975-10-01 00:00:00,,Engie Electrabel,,Engie Electrabel,,962.0,870.0,2873.0,50.5334,5.2714,exact,,Huy,,Liège,Western Europe,Europe,L500099,G500257,https://gem.wiki/Tihange_nuclear_power_plant
2023-07-25,Belgium,Tihange nuclear power plant,2,,,1055.0,retired,pressurized water reactor,WH 3LP,1983.0,2023.0,N,,1976-04-01 00:00:00,1982-10-05 00:00:00,1982-10-13 00:00:00,1983-06-01 00:00:00,2023-02-01 00:00:00,Engie Electrabel,,Engie Electrabel,,1008.0,900.0,3064.0,50.5334,5.2714,exact,,Huy,,Liège,Western Europe,Europe,L500099,G500194,https://gem.wiki/Tihange_nuclear_power_plant
2023-07-25,Belgium,Tihange nuclear power plant,3,,,1089.0,operating,pressurized water reactor,WH 3LP,1985.0,,,,1978-11-01 00:00:00,1985-06-05 00:00:00,1985-06-15 00:00:00,1985-09-01 00:00:00,,Engie Electrabel,,Engie Electrabel,,1038.0,1020.0,3000.0,50.5334,5.2714,exact,,Huy,,Liège,Western Europe,Europe,L500099,G500205,https://gem.wiki/Tihange_nuclear_power_plant
2023-07-25,Brazil,Angra nuclear power plant,1,,,640.0,operating,pressurized water reactor,WH 2LP,1985.0,,,,1971-05-01 00:00:00,1982-03-13 00:00:00,1982-04-01 00:00:00,1985-01-01 00:00:00,,Eletrobras Eletronuclear SA,,Eletrobras Eletronuclear SA,,609.0,609.0,1882.0,-23.0069,-44.4585,exact,Angra dos Reis,,Região Geográfica Intermediária do Rio de Janeiro,Rio de Janeiro,Latin America and the Caribbean,Americas,L500026,G500402,https://gem.wiki/Angra_nuclear_power_plant
2023-07-25,Brazil,Angra nuclear power plant,2,,,1350.0,operating,pressurized water reactor,PRE KONVOI,2001.0,,,,1976-01-01 00:00:00,2000-07-14 00:00:00,2000-07-21 00:00:00,2001-02-01 00:00:00,,Eletrobras Eletronuclear SA,,Eletrobras Eletronuclear SA,,1275.0,1245.0,3764.0,-23.0077,-44.4598,exact,Angra dos Reis,,Região Geográfica Intermediária do Rio de Janeiro,Rio de Janeiro,Latin America and the Caribbean,Americas,L500026,G500071,https://gem.wiki/Angra_nuclear_power_plant
2023-07-25,Brazil,Angra nuclear power plant,3,,,1405.0,construction,pressurized water reactor,PRE KONVOI,2028.0,,,,2010-05-30 00:00:00,,,,,Eletrobras Eletronuclear SA,,Eletrobras Eletronuclear SA,,1340.0,1340.0,3900.0,-23.0091,-44.47201,exact,Angra dos Reis,,Região Geográfica Intermediária do Rio de Janeiro,Rio de Janeiro,Latin America and the Caribbean,Americas,L500026,G500042,https://gem.wiki/Angra_nuclear_power_plant
2023-07-31,Bulgaria,Belene nuclear power plant,1,,,1000.0,pre-construction,unknown,unknown,,,,,,,,,,,,,,,,,43.6294,25.1867,exact,,Pleven,,,Eastern Europe,Europe,L500295,G500712,https://gem.wiki/Belene_nuclear_power_plant
2023-07-31,Bulgaria,Belene nuclear power plant,2,,,1000.0,pre-construction,unknown,unknown,,,,,,,,,,,,,,,,,43.6294,25.1867,exact,,Pleven,,,Eastern Europe,Europe,L500295,G500713,https://gem.wiki/Belene_nuclear_power_plant
2023-08-30,Bulgaria,Belene Original nuclear power plant,1,,,1000.0,cancelled,pressurized water reactor,VVER V-320,,,,1991.0,1987,,,,,,,,,,,,43.6294,25.1867,exact,,Pleven,,,Eastern Europe,Europe,L500385,G501053,https://gem.wiki/Belene_Original_nuclear_power_plant
2023-08-30,Bulgaria,Belene Original nuclear power plant,2,,,1000.0,cancelled,pressurized water reactor,VVER V-320,,,,1991.0,,,,,,,,,,,,,43.6294,25.1867,exact,,Pleven,,,Eastern Europe,Europe,L500385,G501054,https://gem.wiki/Belene_Original_nuclear_power_plant
2023-07-25,Bulgaria,Kozloduy nuclear power plant,1,,,440.0,retired,pressurized water reactor,VVER V-230,1974.0,2002.0,N,,1970-04-01 00:00:00,1974-06-30 00:00:00,1974-07-24 00:00:00,1974-10-28 00:00:00,2002-12-31 00:00:00,DP RAO (State Enterprise “Radio Active Waste”),,,,408.0,408.0,1375.0,43.7497,23.7685,exact,,Vratsa,,,Eastern Europe,Europe,L500097,G500492,https://gem.wiki/Kozloduy_nuclear_power_plant
2023-07-25,Bulgaria,Kozloduy nuclear power plant,2,,,440.0,retired,pressurized water reactor,VVER V-230,1975.0,2002.0,N,,1970-04-01 00:00:00,1975-08-22 00:00:00,1975-08-24 00:00:00,1975-11-10 00:00:00,2002-12-31 00:00:00,DP RAO (State Enterprise “Radio Active Waste”),,,,408.0,408.0,1375.0,43.7497,23.7685,exact,,Vratsa,,,Eastern Europe,Europe,L500097,G500493,https://gem.wiki/Kozloduy_nuclear_power_plant
2023-07-25,Bulgaria,Kozloduy nuclear power plant,3,,,440.0,retired,pressurized water reactor,VVER V-230,1981.0,2006.0,N,,1973-10-01 00:00:00,1980-12-04 00:00:00,1980-12-17 00:00:00,1981-01-20 00:00:00,2006-12-31 00:00:00,DP RAO (State Enterprise “Radio Active Waste”),,,,408.0,408.0,1375.0,43.7497,23.7685,exact,,Vratsa,,,Eastern Europe,Europe,L500097,G500494,https://gem.wiki/Kozloduy_nuclear_power_plant
2023-07-25,Bulgaria,Kozloduy nuclear power plant,4,,,440.0,retired,pressurized water reactor,VVER V-230,1982.0,2006.0,N,,1973-10-01 00:00:00,1982-04-25 00:00:00,1982-05-17 00:00:00,1982-06-20 00:00:00,2006-12-31 00:00:00,DP RAO (State Enterprise “Radio Active Waste”),,,,408.0,408.0,1375.0,43.7497,23.7685,exact,,Vratsa,,,Eastern Europe,Europe,L500097,G500495,https://gem.wiki/Kozloduy_nuclear_power_plant
2023-07-25,Bulgaria,Kozloduy nuclear power plant,5,,,1040.0,operating,pressurized water reactor,VVER V-320,1988.0,,,,1980-07-09 00:00:00,1987-11-05 00:00:00,1987-11-29 00:00:00,1988-12-23 00:00:00,,Bulgarian Energy Holding CO,,,,1003.0,953.0,3120.0,43.7497,23.7685,exact,,Vratsa,,,Eastern Europe,Europe,L500097,G500192,https://gem.wiki/Kozloduy_nuclear_power_plant
2023-07-25,Bulgaria,Kozloduy nuclear power plant,6,,,1040.0,operating,pressurized water reactor,VVER V-320,1993.0,,,,1982-04-01 00:00:00,1991-05-29 00:00:00,1991-08-02 00:00:00,1993-12-30 00:00:00,,Bulgarian Energy Holding CO,,,,1003.0,1003.0,3120.0,43.7497,23.7685,exact,,Vratsa,,,Eastern Europe,Europe,L500097,G500191,https://gem.wiki/Kozloduy_nuclear_power_plant
2023-07-31,Bulgaria,Kozloduy nuclear power plant,7,,,1000.0,pre-construction,pressurized water reactor,VVER V-1000,,,,,,,,,,,,,,,,,43.7497,23.7685,exact,,Vratsa,,,Eastern Europe,Europe,L500097,G500717,https://gem.wiki/Kozloduy_nuclear_power_plant
2023-07-31,Bulgaria,Kozloduy nuclear power plant,8,,,1000.0,announced,pressurized water reactor,VVER V-1000,,,,,,,,,,,,,,,,,43.7497,23.7685,exact,,Vratsa,,,Eastern Europe,Europe,L500097,G500718,https://gem.wiki/Kozloduy_nuclear_power_plant
2023-07-25,Canada,Bruce nuclear power plant,A1,,,868.0,operating,pressurized heavy water reactor,CANDU 791,1977.0,2042.0,Y,,1971-06-01 00:00:00,1976-12-17 00:00:00,1977-01-14 00:00:00,1977-09-01 00:00:00,,Ontario Power Generation,,Bruce Power,,774.0,732.0,2620.0,44.3391,-81.5747,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500339,https://gem.wiki/Bruce_nuclear_power_plant
2023-07-25,Canada,Bruce nuclear power plant,A2,,,836.0,operating,pressurized heavy water reactor,CANDU 791,1977.0,2043.0,Y,,1970-12-01 00:00:00,1976-07-27 00:00:00,1976-09-04 00:00:00,1977-09-01 00:00:00,,Ontario Power Generation,,Bruce Power,,777.0,732.0,2620.0,44.3391,-81.5747,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500340,https://gem.wiki/Bruce_nuclear_power_plant
2023-07-25,Canada,Bruce nuclear power plant,A3,,,865.0,operating,pressurized heavy water reactor,CANDU 750A,1978.0,2064.0,Y,,1972-07-01 00:00:00,1977-11-28 00:00:00,1977-12-12 00:00:00,1978-02-01 00:00:00,,Ontario Power Generation,,Bruce Power,,770.0,750.0,2550.0,44.3391,-81.5747,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500352,https://gem.wiki/Bruce_nuclear_power_plant
2023-07-25,Canada,Bruce nuclear power plant,A4,,,868.0,operating,pressurized heavy water reactor,CANDU 750A,1979.0,2064.0,Y,,1972-09-01 00:00:00,1978-12-10 00:00:00,1978-12-21 00:00:00,1979-01-18 00:00:00,,Ontario Power Generation,,Bruce Power,,769.0,750.0,2550.0,44.3391,-81.5747,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500351,https://gem.wiki/Bruce_nuclear_power_plant
2023-07-25,Canada,Bruce nuclear power plant,B5,,,872.0,operating,pressurized heavy water reactor,CANDU 750B,1985.0,2064.0,Y,,1978-05-31 00:00:00,1984-11-14 00:00:00,1984-12-01 00:00:00,1985-02-28 00:00:00,,Ontario Power Generation,,Bruce Power,,817.0,822.0,2832.0,44.319,-81.6027,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500258,https://gem.wiki/Bruce_nuclear_power_plant
2023-07-25,Canada,Bruce nuclear power plant,B6,,,891.0,operating,pressurized heavy water reactor,CANDU 750B,1984.0,2064.0,Y,,1978-01-01 00:00:00,1984-05-29 00:00:00,1984-06-26 00:00:00,1984-09-14 00:00:00,,Ontario Power Generation,,Bruce Power,,817.0,822.0,2690.0,44.319,-81.6027,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500326,https://gem.wiki/Bruce_nuclear_power_plant
2023-07-25,Canada,Bruce nuclear power plant,B7,,,872.0,operating,pressurized heavy water reactor,CANDU 750B,1986.0,2064.0,Y,,1979-05-01 00:00:00,1986-01-07 00:00:00,1986-02-22 00:00:00,1986-04-10 00:00:00,,Ontario Power Generation,,Bruce Power,,817.0,822.0,2832.0,44.319,-81.6027,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500259,https://gem.wiki/Bruce_nuclear_power_plant
2023-07-25,Canada,Bruce nuclear power plant,B8,,,872.0,operating,pressurized heavy water reactor,CANDU 750B,1987.0,2064.0,Y,,1979-07-30 00:00:00,1987-02-13 00:00:00,1987-03-07 00:00:00,1987-05-20 00:00:00,,Ontario Power Generation,,Bruce Power,,817.0,795.0,2690.0,44.319,-81.6027,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G500327,https://gem.wiki/Bruce_nuclear_power_plant
2023-08-30,Canada,Bruce nuclear power plant,C1,,,1000.0,cancelled,unknown,unknown,,,,2009.0,,,,,,,,Bruce Power,,,,,44.3092,-81.5895,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G501055,https://gem.wiki/Bruce_nuclear_power_plant
2023-08-30,Canada,Bruce nuclear power plant,C2,,,1000.0,cancelled,unknown,unknown,,,,2009.0,,,,,,,,Bruce Power,,,,,44.3092,-81.5895,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G501056,https://gem.wiki/Bruce_nuclear_power_plant
2023-08-30,Canada,Bruce nuclear power plant,C3,,,1000.0,cancelled,unknown,unknown,,,,2009.0,,,,,,,,Bruce Power,,,,,44.3092,-81.5895,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G501057,https://gem.wiki/Bruce_nuclear_power_plant
2023-08-30,Canada,Bruce nuclear power plant,C4,,,1000.0,cancelled,unknown,unknown,,,,2009.0,,,,,,,,Bruce Power,,,,,44.3092,-81.5895,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500123,G501058,https://gem.wiki/Bruce_nuclear_power_plant
2023-08-01,Canada,Chalk River nuclear power plant,,,,5.0,pre-construction,small modular reactor,unknown,2027.0,,,,2025,,,,,Ultra Safe Nuclear CORP; Ontario Power Generation,,Ultra Safe Nuclear CORP; Ontario Power Generation,,,,15.0,46.05001,-77.3636,exact,,Renfrew County,Eastern Ontario,Ontario,Northern America,Americas,L500386,G501059,https://gem.wiki/Chalk_River_nuclear_power_plant
2023-08-01,Canada,Darlington New nuclear power plant,1,,,300.0,pre-construction,small modular reactor,BWRX-300,2029.0,,,,,,,,,Ontario Power Generation,,Ontario Power Generation,,,,,43.8733,-78.7057,exact,Clarington,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L500280,G500647,https://gem.wiki/Darlington_New_nuclear_power_plant
2023-08-01,Canada,Darlington New nuclear power plant,2,,,300.0,announced,small modular reactor,BWRX-300,,,,,,,,,,Ontario Power Generation,,Ontario Power Generation,,,,,43.8733,-78.7057,exact,Clarington,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L500280,G501060,https://gem.wiki/Darlington_New_nuclear_power_plant
2023-08-01,Canada,Darlington New nuclear power plant,3,,,300.0,announced,small modular reactor,BWRX-300,,,,,,,,,,Ontario Power Generation,,Ontario Power Generation,,,,,43.8733,-78.7057,exact,Clarington,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L500280,G501061,https://gem.wiki/Darlington_New_nuclear_power_plant
2023-08-01,Canada,Darlington New nuclear power plant,4,,,300.0,announced,small modular reactor,BWRX-300,,,,,,,,,,Ontario Power Generation,,Ontario Power Generation,,,,,43.8733,-78.7057,exact,Clarington,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L500280,G501062,https://gem.wiki/Darlington_New_nuclear_power_plant
2023-07-25,Canada,Darlington nuclear power plant,1,,,934.0,operating,pressurized heavy water reactor,CANDU 850,1992.0,,,,1982-04-01 00:00:00,1990-10-29 00:00:00,1990-12-19 00:00:00,1992-11-14 00:00:00,,Ontario Power Generation,,Ontario Power Generation,,878.0,881.0,2776.0,43.8697,-78.7239,exact,Clarington,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L500138,G500311,https://gem.wiki/Darlington_nuclear_power_plant
2023-07-25,Canada,Darlington nuclear power plant,2,,,934.0,operating,pressurized heavy water reactor,CANDU 850,1990.0,,,,1981-09-01 00:00:00,1989-11-05 00:00:00,1990-01-15 00:00:00,1990-10-09 00:00:00,,Ontario Power Generation,,Ontario Power Generation,,878.0,881.0,2776.0,43.8697,-78.7239,exact,Clarington,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L500138,G500312,https://gem.wiki/Darlington_nuclear_power_plant
2023-07-25,Canada,Darlington nuclear power plant,3,,,934.0,operating,pressurized heavy water reactor,CANDU 850,1993.0,,,,1984-09-01 00:00:00,1992-11-09 00:00:00,1992-12-07 00:00:00,1993-02-14 00:00:00,,Ontario Power Generation,,Ontario Power Generation,,878.0,881.0,2776.0,43.8697,-78.7239,exact,Clarington,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L500138,G500313,https://gem.wiki/Darlington_nuclear_power_plant
2023-07-25,Canada,Darlington nuclear power plant,4,,,934.0,operating,pressurized heavy water reactor,CANDU 850,1993.0,,,,1985-07-01 00:00:00,1993-03-13 00:00:00,1993-04-17 00:00:00,1993-06-14 00:00:00,,Ontario Power Generation,,Ontario Power Generation,,878.0,881.0,2776.0,43.8697,-78.7239,exact,Clarington,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L500138,G500314,https://gem.wiki/Darlington_nuclear_power_plant
2023-08-30,Canada,Darlington nuclear power plant,5,,,1200.0,cancelled,pressurized water reactor,AP-1000,,,,2013.0,,,,,,Ontario Power Generation,,,,,,,43.8697,-78.7239,exact,Clarington,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L500138,G501063,https://gem.wiki/Darlington_nuclear_power_plant
2023-08-30,Canada,Darlington nuclear power plant,6,,,1200.0,cancelled,pressurized water reactor,AP-1000,,,,2013.0,,,,,,Ontario Power Generation,,,,,,,43.8697,-78.7239,exact,Clarington,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L500138,G501064,https://gem.wiki/Darlington_nuclear_power_plant
2023-07-25,Canada,Douglas Point (AECL) nuclear power plant,,,,218.0,retired,pressurized heavy water reactor,CANDU 200,1968.0,1984.0,N,,1960-02-01 00:00:00,1966-11-15 00:00:00,1967-01-07 00:00:00,1968-09-26 00:00:00,1984-05-04 00:00:00,Atomic Energy Of Canada LTD,,Ontario Hydro,,206.0,203.0,704.0,44.3265,-81.6006,exact,,Bruce County,Southwestern Ontario,Ontario,Northern America,Americas,L500225,G500547,https://gem.wiki/Douglas_Point_(AECL)_nuclear_power_plant
2023-07-25,Canada,Gentilly nuclear power plant,1,,,266.0,retired,heavy water light water reactor,HW BLWR 250,1972.0,1977.0,N,,1966-09-01 00:00:00,1970-11-12 00:00:00,1971-04-05 00:00:00,1972-05-01 00:00:00,1977-06-01 00:00:00,Canadian Nuclear Laboratories LTD,,Hydro Quebec,,250.0,250.0,792.0,46.3953,-72.3579,exact,,Bécancour (MRC),,Quebec,Northern America,Americas,L500167,G500542,https://gem.wiki/Gentilly_nuclear_power_plant
