Date Last Researched,Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Status,Reactor Type,Model,Start Year,Retirement Year,Planned Retirement,Cancellation Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retirement Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
2023-07-10,China,CNNC ACP100S nuclear power plant,2,中核ACP100S大型海上核动力浮动平台示范项目,,125.0,cancelled,pressurized water reactor,ACP-100S,,,,,,,,,,China National Nuclear Power CO LTD [50%]; Yantai Taihai Group CO LTD [35%]; Yantai Blue Sky Investment Holdings CO LTD [15%],中国核能电力股份有限公司[50%]; 烟台市台海集团有限公司[35%]; 烟台蓝天投资控股有限公司[15%],CNNC Taihai Clean Energy (Shandong) CO LTD,中核台海清洁能源（山东）有限公司,,,,37.49364,121.4435,approximate,,,Yantai,Shandong,Eastern Asia,Asia,L500389,G501071,https://gem.wiki/CNNC_ACP100S_nuclear_power_plant
2023-07-10,China,CNNC ACP100S nuclear power plant,3,中核ACP100S大型海上核动力浮动平台示范项目,,125.0,cancelled,pressurized water reactor,ACP-100S,,,,,,,,,,China National Nuclear Power CO LTD [50%]; Yantai Taihai Group CO LTD [35%]; Yantai Blue Sky Investment Holdings CO LTD [15%],中国核能电力股份有限公司[50%]; 烟台市台海集团有限公司[35%]; 烟台蓝天投资控股有限公司[15%],CNNC Taihai Clean Energy (Shandong) CO LTD,中核台海清洁能源（山东）有限公司,,,,37.49364,121.4435,approximate,,,Yantai,Shandong,Eastern Asia,Asia,L500389,G501072,https://gem.wiki/CNNC_ACP100S_nuclear_power_plant
2023-07-10,China,CNNC ACP100S nuclear power plant,4,中核ACP100S大型海上核动力浮动平台示范项目,,125.0,cancelled,pressurized water reactor,ACP-100S,,,,,,,,,,China National Nuclear Power CO LTD [50%]; Yantai Taihai Group CO LTD [35%]; Yantai Blue Sky Investment Holdings CO LTD [15%],中国核能电力股份有限公司[50%]; 烟台市台海集团有限公司[35%]; 烟台蓝天投资控股有限公司[15%],CNNC Taihai Clean Energy (Shandong) CO LTD,中核台海清洁能源（山东）有限公司,,,,37.49364,121.4435,approximate,,,Yantai,Shandong,Eastern Asia,Asia,L500389,G501073,https://gem.wiki/CNNC_ACP100S_nuclear_power_plant
2023-07-07,China,Daya Bay nuclear power plant,1,大亚湾核电站,Guangdong 1,984.0,operating,pressurized water reactor,M310,1994.0,,,,1987-08-07 00:00:00,1993-07-28 00:00:00,1993-08-31 00:00:00,1994-02-01 00:00:00,,Guandong Nuclear Power Joint Venture Company LTD,广东核电合营有限公司,Daya Bay Nuclear Power Operations And Management CO LTD,大亚湾核电运营管理有限责任公司,944.0,930.0,2905.0,22.59801,114.5434,exact,,Longgang,Shenzhen,Guangdong,Eastern Asia,Asia,L500119,G500251,https://gem.wiki/Daya_Bay_nuclear_power_plant
2023-07-07,China,Daya Bay nuclear power plant,2,大亚湾核电站,Guangdong 2,984.0,operating,pressurized water reactor,M310,1994.0,,,,1988-04-07 00:00:00,1994-01-21 00:00:00,1994-02-07 00:00:00,1994-05-06 00:00:00,,Guandong Nuclear Power Joint Venture Company LTD,广东核电合营有限公司,Daya Bay Nuclear Power Operations And Management CO LTD,大亚湾核电运营管理有限责任公司,944.0,930.0,2905.0,22.59801,114.5434,exact,,Longgang,Shenzhen,Guangdong,Eastern Asia,Asia,L500119,G500252,https://gem.wiki/Daya_Bay_nuclear_power_plant
2023-07-05,China,Donggang nuclear power plant,1,东港核电站,,1150.0,cancelled,pressurized water reactor,unknown,,,,,,,,,,China Huadian Group CO LTD,中国华电集团有限公司,,,,,,39.7895,123.5988,approximate,,Donggang,Dandong,Liaoning,Eastern Asia,Asia,L500307,G500774,https://gem.wiki/Donggang_nuclear_power_plant
2023-07-05,China,Donggang nuclear power plant,2,东港核电站,,1150.0,cancelled,pressurized water reactor,unknown,,,,,,,,,,China Huadian Group CO LTD,中国华电集团有限公司,,,,,,39.7895,123.5988,approximate,,Donggang,Dandong,Liaoning,Eastern Asia,Asia,L500307,G500775,https://gem.wiki/Donggang_nuclear_power_plant
2023-07-05,China,Donggang nuclear power plant,3,东港核电站,,1150.0,cancelled,pressurized water reactor,unknown,,,,,,,,,,China Huadian Group CO LTD,中国华电集团有限公司,,,,,,39.7895,123.5988,approximate,,Donggang,Dandong,Liaoning,Eastern Asia,Asia,L500307,G500776,https://gem.wiki/Donggang_nuclear_power_plant
2023-07-05,China,Donggang nuclear power plant,4,东港核电站,,1150.0,cancelled,pressurized water reactor,unknown,,,,,,,,,,China Huadian Group CO LTD,中国华电集团有限公司,,,,,,39.7895,123.5988,approximate,,Donggang,Dandong,Liaoning,Eastern Asia,Asia,L500307,G500777,https://gem.wiki/Donggang_nuclear_power_plant
2023-07-06,China,Fangchenggang nuclear power plant,1-1,防城港核电站,,1086.0,operating,pressurized water reactor,CPR-1000,2016.0,,,,2010-07-30 00:00:00,2015-10-13 00:00:00,2015-10-25 00:00:00,2016-01-01 00:00:00,,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,1000.0,1000.0,2905.0,21.5766,108.4795,approximate,,Gangkou District,Fangchenggang,Guangxi,Eastern Asia,Asia,L500313,G500798,https://gem.wiki/Fangchenggang_nuclear_power_plant
2023-07-06,China,Fangchenggang nuclear power plant,1-2,防城港核电站,,1086.0,operating,pressurized water reactor,CPR-1000,2016.0,,,,2010-12-23 00:00:00,2016-06-29 00:00:00,2016-07-15 00:00:00,2016-10-01 00:00:00,,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,1000.0,1000.0,2905.0,21.5766,108.4795,approximate,,Gangkou District,Fangchenggang,Guangxi,Eastern Asia,Asia,L500313,G500799,https://gem.wiki/Fangchenggang_nuclear_power_plant
2023-07-06,China,Fangchenggang nuclear power plant,2-3,防城港核电站,,1180.0,operating,pressurized water reactor,HPR-1000,2023.0,,,,2015-12-24 00:00:00,2022-12-23 00:00:00,2023-01-10 00:00:00,2023-03-25 00:00:00,,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,1000.0,1000.0,3150.0,21.5766,108.4795,approximate,,Gangkou District,Fangchenggang,Guangxi,Eastern Asia,Asia,L500313,G500796,https://gem.wiki/Fangchenggang_nuclear_power_plant
2023-07-06,China,Fangchenggang nuclear power plant,2-4,防城港核电站,,1180.0,construction,pressurized water reactor,HPR-1000,,,,,2016,,,,,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,1000.0,1000.0,3150.0,21.5766,108.4795,approximate,,Gangkou District,Fangchenggang,Guangxi,Eastern Asia,Asia,L500313,G500797,https://gem.wiki/Fangchenggang_nuclear_power_plant
2023-07-06,China,Fangchenggang nuclear power plant,5,防城港核电站,,1150.0,pre-construction,pressurized water reactor,unknown,,,,,,,,,,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,,,,21.5766,108.4795,approximate,,Gangkou District,Fangchenggang,Guangxi,Eastern Asia,Asia,L500313,G500800,https://gem.wiki/Fangchenggang_nuclear_power_plant
2023-07-06,China,Fangchenggang nuclear power plant,6,防城港核电站,,1150.0,pre-construction,pressurized water reactor,unknown,,,,,,,,,,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,,,,21.5766,108.4795,approximate,,Gangkou District,Fangchenggang,Guangxi,Eastern Asia,Asia,L500313,G500801,https://gem.wiki/Fangchenggang_nuclear_power_plant
2023-07-06,China,Fangjiashan nuclear power plant,1,方家山核电站,,1089.0,operating,pressurized water reactor,CPR-1000,2014.0,,,,2008-12-26 00:00:00,2014-10-21 00:00:00,2014-11-04 00:00:00,2014-12-15 00:00:00,,China National Nuclear CORP,中国核能电力股份有限公司,Qinshan Nuclear Power CO,秦山核电有限公司,1012.0,1000.0,2905.0,30.7535,120.7589,approximate,Qinshan Town,Haiyan,Jiaxing,Zhejiang,Eastern Asia,Asia,L500366,G501005,https://gem.wiki/Fangjiashan_nuclear_power_plant
2023-07-06,China,Fangjiashan nuclear power plant,2,方家山核电站,,1089.0,operating,pressurized water reactor,CPR-1000,2015.0,,,,2009-07-17 00:00:00,2014-12-25 00:00:00,2015-01-12 00:00:00,2015-02-12 00:00:00,,China National Nuclear CORP,中国核能电力股份有限公司,Qinshan Nuclear Power CO,秦山核电有限公司,1012.0,1000.0,2905.0,30.7535,120.7589,approximate,Qinshan Town,Haiyan,Jiaxing,Zhejiang,Eastern Asia,Asia,L500366,G501006,https://gem.wiki/Fangjiashan_nuclear_power_plant
2023-07-06,China,Fuling nuclear power plant,1,涪陵核电厂,,1250.0,cancelled,unknown,unknown,,,,2021.0,,,,,,State Power Investment Group CO LTD,国家电力投资集团有限公司,,,,,,29.85131,107.5308,approximate,Nantuo Town,Fuling District,Chongqing,,Eastern Asia,Asia,L500322,G500836,https://gem.wiki/Fuling_nuclear_power_plant
2023-07-06,China,Fuling nuclear power plant,2,涪陵核电厂,,1250.0,cancelled,unknown,unknown,,,,2021.0,,,,,,State Power Investment Group CO LTD,国家电力投资集团有限公司,,,,,,29.85131,107.5308,approximate,Nantuo Town,Fuling District,Chongqing,,Eastern Asia,Asia,L500322,G500837,https://gem.wiki/Fuling_nuclear_power_plant
2023-07-06,China,Fuling nuclear power plant,3,涪陵核电厂,,1250.0,cancelled,unknown,unknown,,,,2021.0,,,,,,State Power Investment Group CO LTD,国家电力投资集团有限公司,,,,,,29.85131,107.5308,approximate,Nantuo Town,Fuling District,Chongqing,,Eastern Asia,Asia,L500322,G500834,https://gem.wiki/Fuling_nuclear_power_plant
2023-07-06,China,Fuling nuclear power plant,4,涪陵核电厂,,1250.0,cancelled,unknown,unknown,,,,2021.0,,,,,,State Power Investment Group CO LTD,国家电力投资集团有限公司,,,,,,29.85131,107.5308,approximate,Nantuo Town,Fuling District,Chongqing,,Eastern Asia,Asia,L500322,G500835,https://gem.wiki/Fuling_nuclear_power_plant
2023-07-07,China,Fuqing nuclear power plant,1,福清核电站,,1089.0,operating,pressurized water reactor,CNP-1000,2014.0,,,,2008,2014-07-24 00:00:00,2014-08-20 00:00:00,2014-11-22 00:00:00,,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,1000.0,1000.0,2905.0,25.4403,119.4426,exact,Sanshan Town,Fuqing,Fuzhou,Fujian,Eastern Asia,Asia,L500356,G500975,https://gem.wiki/Fuqing_nuclear_power_plant
2023-07-07,China,Fuqing nuclear power plant,2,福清核电站,,1089.0,operating,pressurized water reactor,CNP-1000,2015.0,,,,2009,2015-07-22 00:00:00,2015-08-06 00:00:00,2015-10-16 00:00:00,,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,1000.0,1000.0,2905.0,25.4403,119.4426,exact,Sanshan Town,Fuqing,Fuzhou,Fujian,Eastern Asia,Asia,L500356,G500974,https://gem.wiki/Fuqing_nuclear_power_plant
2023-07-07,China,Fuqing nuclear power plant,3,福清核电站,,1089.0,operating,pressurized water reactor,CNP-1000,2016.0,,,,2010-12-31 00:00:00,2016-07-03 00:00:00,2016-09-07 00:00:00,2016-10-24 00:00:00,,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,1000.0,1000.0,2905.0,25.4403,119.4426,exact,Sanshan Town,Fuqing,Fuzhou,Fujian,Eastern Asia,Asia,L500356,G500972,https://gem.wiki/Fuqing_nuclear_power_plant
2023-07-07,China,Fuqing nuclear power plant,4,福清核电站,,1089.0,operating,pressurized water reactor,CNP-1000,2017.0,,,,2012-11-17 00:00:00,2017-07-16 00:00:00,2017-07-29 00:00:00,2017-09-17 00:00:00,,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,1000.0,1000.0,2905.0,25.4403,119.4426,exact,Sanshan Town,Fuqing,Fuzhou,Fujian,Eastern Asia,Asia,L500356,G500973,https://gem.wiki/Fuqing_nuclear_power_plant
2023-07-07,China,Fuqing nuclear power plant,5,福清核电站,,1150.0,operating,pressurized water reactor,HPR-1000,2021.0,,,,2015-05-07 00:00:00,2020-10-21 00:00:00,2020-11-27 00:00:00,2021-01-29 00:00:00,,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,1075.0,1075.0,3060.0,25.4403,119.4426,exact,Sanshan Town,Fuqing,Fuzhou,Fujian,Eastern Asia,Asia,L500356,G500971,https://gem.wiki/Fuqing_nuclear_power_plant
2023-07-07,China,Fuqing nuclear power plant,6,福清核电站,,1150.0,operating,pressurized water reactor,HPR-1000,2022.0,,,,2015-12-22 00:00:00,2021-12-11 00:00:00,2022-01-01 00:00:00,2022-03-25 00:00:00,,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,1075.0,1075.0,3060.0,25.4403,119.4426,exact,Sanshan Town,Fuqing,Fuzhou,Fujian,Eastern Asia,Asia,L500356,G500970,https://gem.wiki/Fuqing_nuclear_power_plant
2023-07-14,China,Gansu Wuwei Thorium Molten Salt Reactor nuclear power plant,,甘肃武威钍基熔盐堆,,2.0,construction,molten salt reactor,Thorium Molten Salt Reactor (TMSR),,,,,2018,,,,,Chinese Academy of Sciences,中国科学院,"Shanghai Institute of Applied Physics, Chinese Academy of Sciences",中科院上海应用物理研究所,,,,38.9487,102.4747,approximate,Hongshagang Town,Minqin,Wuwei,Gansu,Eastern Asia,Asia,L500390,G501074,https://gem.wiki/Gansu_Wuwei_Thorium_Molten_Salt_Reactor_nuclear_power_plant
2023-07-12,China,Ganzhou nuclear power plant,1-1,赣州核电站,,1250.0,cancelled,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China General Nuclear Power Group CO LTD,中国广核集团有限公司,,,,,,25.82845,114.9461,approximate,,,Ganzhou,Jiangxi,Eastern Asia,Asia,L500391,G501075,https://gem.wiki/Ganzhou_nuclear_power_plant
2023-07-12,China,Ganzhou nuclear power plant,1-2,赣州核电站,,1250.0,cancelled,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China General Nuclear Power Group CO LTD,中国广核集团有限公司,,,,,,25.82845,114.9461,approximate,,,Ganzhou,Jiangxi,Eastern Asia,Asia,L500391,G501076,https://gem.wiki/Ganzhou_nuclear_power_plant
2023-07-12,China,Ganzhou nuclear power plant,3,赣州核电站,,1250.0,cancelled,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China General Nuclear Power Group CO LTD,中国广核集团有限公司,,,,,,25.82845,114.9461,approximate,,,Ganzhou,Jiangxi,Eastern Asia,Asia,L500391,G501077,https://gem.wiki/Ganzhou_nuclear_power_plant
2023-07-12,China,Ganzhou nuclear power plant,4,赣州核电站,,1250.0,cancelled,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China General Nuclear Power Group CO LTD,中国广核集团有限公司,,,,,,25.82845,114.9461,approximate,,,Ganzhou,Jiangxi,Eastern Asia,Asia,L500391,G501078,https://gem.wiki/Ganzhou_nuclear_power_plant
2023-07-06,China,Guizhou Small Reactor nuclear power plant,1,贵州小型堆核电站,,100.0,cancelled,unknown,unknown,,,,2018.0,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,,,,27.7373,109.1852,approximate,,,Tongren,Guizhou,Eastern Asia,Asia,L500312,G500794,https://gem.wiki/Guizhou_Small_Reactor_nuclear_power_plant
2023-07-06,China,Guizhou Small Reactor nuclear power plant,2,贵州小型堆核电站,,100.0,cancelled,unknown,unknown,,,,2018.0,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,,,,27.7373,109.1852,approximate,,,Tongren,Guizhou,Eastern Asia,Asia,L500312,G500795,https://gem.wiki/Guizhou_Small_Reactor_nuclear_power_plant
2023-07-12,China,Haifeng nuclear power plant,1,海丰核电站,,1250.0,cancelled,pressurized water reactor,CAP1000,,,,,,,,,,China National Nuclear CORP,中国核工业集团有限公司,Preparatory Office of Guangdong Haifeng Nuclear Power CO LTD,广东海丰核电有限公司筹建处,,,,22.7913,115.1827,approximate,Houmen Town,Haifeng,Shanwei,Guangdong,Eastern Asia,Asia,L500392,G501079,https://gem.wiki/Haifeng_nuclear_power_plant
2023-07-12,China,Haifeng nuclear power plant,2,海丰核电站,,1250.0,cancelled,pressurized water reactor,CAP1000,,,,,,,,,,China National Nuclear CORP,中国核工业集团有限公司,Preparatory Office of Guangdong Haifeng Nuclear Power CO LTD,广东海丰核电有限公司筹建处,,,,22.7913,115.1827,approximate,Houmen Town,Haifeng,Shanwei,Guangdong,Eastern Asia,Asia,L500392,G501080,https://gem.wiki/Haifeng_nuclear_power_plant
2023-07-06,China,Haixing nuclear power plant,1-1,海兴核电站,,1250.0,pre-construction,pressurized water reactor,unknown,,,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.1061,117.72401,approximate,Xiangfang Town,Haixing,Cangzhou,Hebei,Eastern Asia,Asia,L500329,G500863,https://gem.wiki/Haixing_nuclear_power_plant
2023-07-06,China,Haixing nuclear power plant,1-2,海兴核电站,,1250.0,pre-construction,pressurized water reactor,unknown,,,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.1061,117.72401,approximate,Xiangfang Town,Haixing,Cangzhou,Hebei,Eastern Asia,Asia,L500329,G500864,https://gem.wiki/Haixing_nuclear_power_plant
2023-07-06,China,Haixing nuclear power plant,3,海兴核电站,,1250.0,announced,pressurized water reactor,unknown,,,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.1061,117.72401,approximate,Xiangfang Town,Haixing,Cangzhou,Hebei,Eastern Asia,Asia,L500329,G500859,https://gem.wiki/Haixing_nuclear_power_plant
2023-07-06,China,Haixing nuclear power plant,4,海兴核电站,,1250.0,announced,pressurized water reactor,unknown,,,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.1061,117.72401,approximate,Xiangfang Town,Haixing,Cangzhou,Hebei,Eastern Asia,Asia,L500329,G500860,https://gem.wiki/Haixing_nuclear_power_plant
2023-07-06,China,Haixing nuclear power plant,5,海兴核电站,,1250.0,announced,pressurized water reactor,unknown,,,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.1061,117.72401,approximate,Xiangfang Town,Haixing,Cangzhou,Hebei,Eastern Asia,Asia,L500329,G500861,https://gem.wiki/Haixing_nuclear_power_plant
2023-07-06,China,Haixing nuclear power plant,6,海兴核电站,,1250.0,announced,pressurized water reactor,unknown,,,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.1061,117.72401,approximate,Xiangfang Town,Haixing,Cangzhou,Hebei,Eastern Asia,Asia,L500329,G500862,https://gem.wiki/Haixing_nuclear_power_plant
2023-07-06,China,Haiyang nuclear power plant,1-1,海阳核电站,,1250.0,operating,pressurized water reactor,AP-1000,2018.0,,,,2009-09-24 00:00:00,2018-08-08 00:00:00,2018-08-17 00:00:00,2018-10-22 00:00:00,,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holdings CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,1170.0,1126.0,3415.0,36.77701,121.1585,approximate,,Haiyang,Yantai,Shandong,Eastern Asia,Asia,L500320,G500824,https://gem.wiki/Haiyang_nuclear_power_plant
2023-07-06,China,Haiyang nuclear power plant,1-2,海阳核电站,,1250.0,operating,pressurized water reactor,AP-1000,2019.0,,,,2010-06-20 00:00:00,2018-09-29 00:00:00,2018-10-13 00:00:00,2019-01-09 00:00:00,,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holdings CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,1170.0,1126.0,3415.0,36.77701,121.1585,approximate,,Haiyang,Yantai,Shandong,Eastern Asia,Asia,L500320,G500825,https://gem.wiki/Haiyang_nuclear_power_plant
2023-07-06,China,Haiyang nuclear power plant,2-3,海阳核电站,,1253.0,construction,pressurized water reactor,CAP1000,2027.0,,,,2022-07-07 00:00:00,,,,,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holdings CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,1161.0,1161.0,3400.0,36.77701,121.1585,approximate,,Haiyang,Yantai,Shandong,Eastern Asia,Asia,L500320,G500826,https://gem.wiki/Haiyang_nuclear_power_plant
2023-07-06,China,Haiyang nuclear power plant,2-4,海阳核电站,,1253.0,construction,pressurized water reactor,CAP1000,2027.0,,,,2023-04-25 00:00:00,,,,,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holdings CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,1161.0,1161.0,3400.0,36.77701,121.1585,approximate,,Haiyang,Yantai,Shandong,Eastern Asia,Asia,L500320,G500827,https://gem.wiki/Haiyang_nuclear_power_plant
2023-07-06,China,Haiyang nuclear power plant,5,海阳核电站,,1250.0,pre-construction,pressurized water reactor,CAP1000,2028.0,,,,,,,,,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holdings CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,,,,36.77701,121.1585,approximate,,Haiyang,Yantai,Shandong,Eastern Asia,Asia,L500320,G500828,https://gem.wiki/Haiyang_nuclear_power_plant
