source_id,source_name,iso3_country,original_inventory_sector,lat,lon,geometry_ref,relationship,ultimate_parent_name,ultimate_parent_id,percent_interest_parent,company_name,company_id,percent_interest_company,interest_units,start_date,end_date,created_date,modified_date,percent_company_datasource,percent_parent_datasource
25457366,RECIP power plant,ABW,electricity-generation,12.476,-69.9822,trace_-69.9822_12.476,owner,WEB Aruba,1.00001E+11,100,WEB Aruba,1.00001E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11653},{11653}
25455332,Soyo power station,AGO,electricity-generation,-6.1818,12.3255,trace_12.3255_-6.1818,owner,Sonangol Group,1E+11,100,Sonagás,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10984},"{2649,10984}"
25450582,Al Aweer H Power and Desalination Station,ARE,electricity-generation,25.1495,55.4261,trace_55.4261_25.1495,owner,Dubai Electricity and Water Authority,1E+11,100,Dubai Electricity and Water Authority,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7479},"{5370,7479}"
25450151,Al-Zawra power plant,ARE,electricity-generation,25.4478,55.4747,trace_55.4747_25.4478,owner,Federal Electricity and Water Authority (United Arab Emirates),1E+11,100,Federal Electricity and Water Authority (United Arab Emirates),1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7163},"{2849,2850,7163}"
25453923,Emirates Aluminum Smelter Complex power station,ARE,electricity-generation,24.7989,54.7105,trace_54.7105_24.7989,owner,Mubadala Investment Company,1E+11,50,Emirates Global Aluminium,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9899},"{5399,5400,9899}"
25453923,Emirates Aluminum Smelter Complex power station,ARE,electricity-generation,24.7989,54.7105,trace_54.7105_24.7989,owner,Investment Corporation of Dubai,1.00001E+11,50,Emirates Global Aluminium,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9899},"{5399,5400,9899}"
25450581,Emirates Global Aluminum Smelter power station,ARE,electricity-generation,25.0242,55.0878,trace_55.0878_25.0242,owner,Mubadala Investment Company,1E+11,50,Emirates Global Aluminium,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7478},"{5399,5400,7478}"
25450581,Emirates Global Aluminum Smelter power station,ARE,electricity-generation,25.0242,55.0878,trace_55.0878_25.0242,owner,Investment Corporation of Dubai,1.00001E+11,50,Emirates Global Aluminium,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7478},"{5399,5400,7478}"
25453115,Fujairah F1 Integrated Water and power plant,ARE,electricity-generation,25.3142,56.3728,trace_56.3728_25.3142,owner,Abu Dhabi National Energy Company,1E+11,54,Emirates Sembcorp Water & Power,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9316},"{1166,5504,9316}"
25453115,Fujairah F1 Integrated Water and power plant,ARE,electricity-generation,25.3142,56.3728,trace_56.3728_25.3142,owner,other,1E+11,40,Emirates Sembcorp Water & Power,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9316},"{1166,9316}"
25453115,Fujairah F1 Integrated Water and power plant,ARE,electricity-generation,25.3142,56.3728,trace_56.3728_25.3142,owner,Abu Dhabi Water and Electricity Authority,1E+11,6,Emirates Sembcorp Water & Power,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9316},"{1166,9316}"
25453818,Fujairah F2 Integrated Water and power plant,ARE,electricity-generation,25.302,56.3706,trace_56.3706_25.302,owner,ENGIE,1E+11,20,Fujairah Asia Power Company,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9813},"{3788,5925,9813}"
25453818,Fujairah F2 Integrated Water and power plant,ARE,electricity-generation,25.302,56.3706,trace_56.3706_25.302,owner,Marubeni,1E+11,20,Fujairah Asia Power Company,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9813},"{3788,5925,9813}"
25453818,Fujairah F2 Integrated Water and power plant,ARE,electricity-generation,25.302,56.3706,trace_56.3706_25.302,owner,Abu Dhabi National Energy Company,1E+11,60,Fujairah Asia Power Company,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9813},"{3788,5504,5925,9813}"
25454809,Hassyan Clean-Coal Power Project,ARE,electricity-generation,24.9115,54.9155,trace_54.9155_24.9115,owner,ACWA Power,1E+11,26.9,ACWA Power,1E+11,26.9,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10590},"{5317,5318,10590}"
25454809,Hassyan Clean-Coal Power Project,ARE,electricity-generation,24.9115,54.9155,trace_54.9155_24.9115,owner,Silk Road Fund,1E+11,7,Silk Road Fund,1E+11,7,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10590},{10590}
25454809,Hassyan Clean-Coal Power Project,ARE,electricity-generation,24.9115,54.9155,trace_54.9155_24.9115,owner,Dubai Electricity and Water Authority,1E+11,51,Dubai Electricity and Water Authority,1E+11,51,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10590},"{5370,10590}"
25454809,Hassyan Clean-Coal Power Project,ARE,electricity-generation,24.9115,54.9155,trace_54.9155_24.9115,owner,Harbin Electric,1E+11,9.0615,Harbin Electric International,1E+11,15,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10590},"{1862,6119,10590}"
25454809,Hassyan Clean-Coal Power Project,ARE,electricity-generation,24.9115,54.9155,trace_54.9155_24.9115,owner,Shareholders of overseas listed foreign shares,1E+11,5.9385,Harbin Electric International,1E+11,15,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10590},"{1862,6119,10590}"
25450584,Jebel Ali M Power and Desalination Station,ARE,electricity-generation,25.0493,55.1116,trace_55.1116_25.0493,owner,Dubai Electricity and Water Authority,1E+11,100,Dubai Electricity and Water Authority,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7480},"{5370,7480}"
25452040,Layyah power station,ARE,electricity-generation,25.3549,55.3684,trace_55.3684_25.3549,owner,Sharjah Electricity & Water Authority,1E+11,100,Sharjah Electricity & Water Authority,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{8529},{8529}
25455316,Mirfa Independent Water and Power Project,ARE,electricity-generation,24.121,53.447,trace_53.447_24.121,owner,Abu Dhabi National Energy Company,1E+11,19.07,ADNOC Gas Processing,1E+11,19.07,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10975},"{1071,5504,10975}"
25455316,Mirfa Independent Water and Power Project,ARE,electricity-generation,24.121,53.447,trace_53.447_24.121,owner,Mirfa International Power and Water Company,1E+11,80.93,Mirfa International Power and Water Company,1E+11,80.93,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10975},"{2208,5593,10975}"
25450150,Ruwais General Utilities Plant,ARE,electricity-generation,24.136,52.7318,trace_52.7318_24.136,owner,Abu Dhabi National Energy Company,1E+11,100,ADNOC Gas Processing,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7162},"{1071,5504,7162}"
25452829,Shuweihat S3 power plant,ARE,electricity-generation,24.1602,52.5683,trace_52.5683_24.1602,owner,Sumitomo,1E+11,15.12,Sumitomo,1E+11,15.12,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9116},"{5686,9116}"
25452829,Shuweihat S3 power plant,ARE,electricity-generation,24.1602,52.5683,trace_52.5683_24.1602,owner,Korea Electric Power,1E+11,18.48,Korea Electric Power,1E+11,18.48,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9116},"{5310,9116}"
25452829,Shuweihat S3 power plant,ARE,electricity-generation,24.1602,52.5683,trace_52.5683_24.1602,owner,ENGIE,1E+11,6.694,Ruwais Power Company,1E+11,33.47,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9116},"{804,5919,5927,5928,6293,6294,9116}"
25452829,Shuweihat S3 power plant,ARE,electricity-generation,24.1602,52.5683,trace_52.5683_24.1602,owner,Marubeni,1E+11,3.347,Ruwais Power Company,1E+11,33.47,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9116},"{5927,5928,9116}"
25452829,Shuweihat S3 power plant,ARE,electricity-generation,24.1602,52.5683,trace_52.5683_24.1602,owner,Osaka Gas,1E+11,3.347,Ruwais Power Company,1E+11,33.47,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9116},"{5927,5928,9116}"
25452829,Shuweihat S3 power plant,ARE,electricity-generation,24.1602,52.5683,trace_52.5683_24.1602,owner,Abu Dhabi National Energy Company,1E+11,18.0738,Ruwais Power Company,1E+11,33.47,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9116},"{5504,5927,5928,9116}"
25452829,Shuweihat S3 power plant,ARE,electricity-generation,24.1602,52.5683,trace_52.5683_24.1602,owner,Abu Dhabi Water and Electricity Authority,1E+11,2.0082,Ruwais Power Company,1E+11,33.47,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9116},"{5927,5928,9116}"
25452829,Shuweihat S3 power plant,ARE,electricity-generation,24.1602,52.5683,trace_52.5683_24.1602,owner,ENGIE,1E+11,6.588,Shuweihat CMS International Power Company,1E+11,32.94,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9116},"{5593,9116}"
25452829,Shuweihat S3 power plant,ARE,electricity-generation,24.1602,52.5683,trace_52.5683_24.1602,owner,Sumitomo,1E+11,6.588,Shuweihat CMS International Power Company,1E+11,32.94,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9116},"{5593,9116}"
25452829,Shuweihat S3 power plant,ARE,electricity-generation,24.1602,52.5683,trace_52.5683_24.1602,owner,Abu Dhabi National Energy Company,1E+11,19.764,Shuweihat CMS International Power Company,1E+11,32.94,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9116},"{5504,5593,9116}"
25452966,Taweelah B Power and Desalination Station,ARE,electricity-generation,24.7624,54.683,trace_54.683_24.7624,owner,China General Nuclear Power Group,1E+11,4.862,Taweelah Asia Power Company,1E+11,48.62,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9214},"{1541,1542,5803,9214}"
25452966,Taweelah B Power and Desalination Station,ARE,electricity-generation,24.7624,54.683,trace_54.683_24.7624,owner,Kyushu Electric Power,1E+11,2.9172,Taweelah Asia Power Company,1E+11,48.62,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9214},"{2073,5803,9214}"
25452966,Taweelah B Power and Desalination Station,ARE,electricity-generation,24.7624,54.683,trace_54.683_24.7624,owner,Marubeni,1E+11,6.8068,Taweelah Asia Power Company,1E+11,48.62,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9214},"{5803,9214}"
25452966,Taweelah B Power and Desalination Station,ARE,electricity-generation,24.7624,54.683,trace_54.683_24.7624,owner,Abu Dhabi National Energy Company,1E+11,34.034,Taweelah Asia Power Company,1E+11,48.62,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9214},"{5504,5593,7132,7133,9214}"
25452966,Taweelah B Power and Desalination Station,ARE,electricity-generation,24.7624,54.683,trace_54.683_24.7624,owner,ENGIE,1E+11,25.69,Total Tractebel Emirates O&M,1E+11,51.38,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9214},"{2825,9214}"
25452966,Taweelah B Power and Desalination Station,ARE,electricity-generation,24.7624,54.683,trace_54.683_24.7624,owner,TotalEnergies,1E+11,25.69,Total Tractebel Emirates O&M,1E+11,51.38,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9214},"{2825,9214}"
25450155,Umm Al Nar West and East Integrated Water and power plant,ARE,electricity-generation,24.4348,54.4876,trace_54.4876_24.4348,owner,Abu Dhabi National Energy Company,1E+11,39.83,Abu Dhabi National Energy Company,1E+11,39.83,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7164},"{5504,7164}"
25450155,Umm Al Nar West and East Integrated Water and power plant,ARE,electricity-generation,24.4348,54.4876,trace_54.4876_24.4348,owner,Chubu Electric Power,1E+11,6.64,JERA,1E+11,13.28,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7164},"{1969,1970,5853,7164}"
25450155,Umm Al Nar West and East Integrated Water and power plant,ARE,electricity-generation,24.4348,54.4876,trace_54.4876_24.4348,owner,Tokyo Electric Power,1E+11,6.64,JERA,1E+11,13.28,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7164},"{1969,1970,5853,5912,7164}"
25450155,Umm Al Nar West and East Integrated Water and power plant,ARE,electricity-generation,24.4348,54.4876,trace_54.4876_24.4348,owner,ENGIE,1E+11,4.49,Arabian Power Company,1E+11,22.45,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7164},"{1167,5871,7164}"
25450155,Umm Al Nar West and East Integrated Water and power plant,ARE,electricity-generation,24.4348,54.4876,trace_54.4876_24.4348,owner,Chubu Electric Power,1E+11,2.245,Arabian Power Company,1E+11,22.45,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7164},"{1167,1969,1970,5853,5871,7164}"
25450155,Umm Al Nar West and East Integrated Water and power plant,ARE,electricity-generation,24.4348,54.4876,trace_54.4876_24.4348,owner,Tokyo Electric Power,1E+11,2.245,Arabian Power Company,1E+11,22.45,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7164},"{1167,1969,1970,5853,5871,5912,7164}"
25450155,Umm Al Nar West and East Integrated Water and power plant,ARE,electricity-generation,24.4348,54.4876,trace_54.4876_24.4348,owner,Arabian United Power Company,1.00001E+11,13.47,Arabian Power Company,1E+11,22.45,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7164},"{1167,5871,7164}"
25450155,Umm Al Nar West and East Integrated Water and power plant,ARE,electricity-generation,24.4348,54.4876,trace_54.4876_24.4348,owner,ENGIE,1E+11,13.28,Engie Energy France,1E+11,13.28,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7164},"{1459,5503,7164}"
25450155,Umm Al Nar West and East Integrated Water and power plant,ARE,electricity-generation,24.4348,54.4876,trace_54.4876_24.4348,owner,Etihad Water and Electricity,1.00001E+11,11.17,Etihad Water and Electricity,1.00001E+11,11.17,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7164},{7164}
25452709,Wasit power station,ARE,electricity-generation,25.3732,55.4611,trace_55.4611_25.3732,owner,Sharjah Electricity & Water Authority,1E+11,100,Sharjah Electricity & Water Authority,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9026},{9026}
25455539,Zirku ADMA-OPCO power station,ARE,electricity-generation,24.8918,53.0648,trace_53.0648_24.8918,owner,INPEX,1E+11,40,Abu Dhabi Marine Operating,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11129},"{1059,1060,11129}"
25455539,Zirku ADMA-OPCO power station,ARE,electricity-generation,24.8918,53.0648,trace_53.0648_24.8918,owner,Abu Dhabi National Oil,1E+11,60,Abu Dhabi Marine Operating,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11129},"{1059,1060,11129}"
25450392,9 de Julio power station,ARG,electricity-generation,-38.0496,-57.5455,trace_-57.5455_-38.0496,owner,Centrales de la Costa Atlántica,1E+11,100,Centrales de la Costa Atlántica,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7333},{7333}
25452577,AES Paraná power station,ARG,electricity-generation,-33.355,-60.1716,trace_-60.1716_-33.355,owner,AES,1E+11,100,AES Argentina,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{8926},"{1074,1076,8926}"
25450344,Agua Del Cajón power station,ARG,electricity-generation,-38.9362,-68.357,trace_-68.357_-38.9362,owner,Capex,1E+11,100,Capex SA Autogenerador,1.00001E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7297},"{1299,7297}"
25450203,Aluar Puerto Madryn power station,ARG,electricity-generation,-42.7368,-65.055,trace_-65.055_-42.7368,owner,Aluar Aluminio,1E+11,100,Aluar Aluminio,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7200},{7200}
25451020,Argener power station,ARG,electricity-generation,-33.3652,-60.1438,trace_-60.1438_-33.3652,owner,Tenaris,1E+11,100,Siderca,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7783},"{2616,7783}"
25454600,Bicentenario power station,ARG,electricity-generation,-31.6677,-63.8337,trace_-63.8337_-31.6677,owner,Empresa Provincial de Energia de Cordoba,1E+11,100,EPEC Generación,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10442},"{1299,10442}"
25454014,Brigadier López power station,ARG,electricity-generation,-31.7109,-60.7806,trace_-60.7806_-31.7109,owner,Central Puerto,1E+11,100,Central Puerto,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9980},{9980}
25455790,Cañada de Gómez thermal power station,ARG,electricity-generation,-32.7818,-61.4184,trace_-61.4184_-32.7818,owner,Secco,1E+11,100,Secco,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11303},{11303}
25453554,Cerro Dragón power station,ARG,electricity-generation,-45.7635,-68.2973,trace_-68.2973_-45.7635,owner,BC Energy Investments,1E+11,50,Pan American Energy,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9633},"{2343,2344,9633}"
25453554,Cerro Dragón power station,ARG,electricity-generation,-45.7635,-68.2973,trace_-68.2973_-45.7635,owner,BP,1E+11,50,Pan American Energy,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9633},"{2343,2344,9633}"
25450376,Costanera power station,ARG,electricity-generation,-34.6254,-58.3392,trace_-58.3392_-34.6254,owner,Central Puerto,1E+11,100,Central Puerto,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7322},{7322}
25453257,Cruz Alta power station,ARG,electricity-generation,-26.9945,-65.1616,trace_-65.1616_-26.9945,owner,Genneia,1E+11,100,Genneia,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9418},{9418}
25450377,Dock Sud power station,ARG,electricity-generation,-34.6529,-58.3419,trace_-58.3419_-34.6529,owner,BC Energy Investments,1E+11,20,Pan American Energy,1E+11,40,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7323},"{2343,2344,7323}"
25450377,Dock Sud power station,ARG,electricity-generation,-34.6529,-58.3419,trace_-58.3419_-34.6529,owner,BP,1E+11,20,Pan American Energy,1E+11,40,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7323},"{2343,2344,7323}"
25450377,Dock Sud power station,ARG,electricity-generation,-34.6529,-58.3419,trace_-58.3419_-34.6529,owner,YPF,1E+11,45.006,YPF Luz,1E+11,60,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7323},"{2931,7323}"
25450377,Dock Sud power station,ARG,electricity-generation,-34.6529,-58.3419,trace_-58.3419_-34.6529,owner,General Electric,1E+11,14.994,YPF Luz,1E+11,60,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7323},"{2931,7323}"
25453542,Electropatagonia power station,ARG,electricity-generation,-45.8144,-67.4443,trace_-67.4443_-45.8144,owner,Argentine Federation of Light and Power Workers,1E+11,100,Electropatagonia,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9623},"{1574,9623}"
25455617,Ezeiza power station,ARG,electricity-generation,-34.9033,-58.6162,trace_-58.6162_-34.9033,owner,Grupo Albanesi,1E+11,100,Generación Mediterránea,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11173},"{1770,11173}"
25455323,Frias power station,ARG,electricity-generation,-28.6072,-65.1228,trace_-65.1228_-28.6072,owner,Grupo Albanesi,1E+11,100,Generación Mediterránea,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10980},"{1770,10980}"
25450466,Genelba power station,ARG,electricity-generation,-34.9022,-58.7333,trace_-58.7333_-34.9022,owner,Pampa Energia,1E+11,100,Pampa Energia,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7392},{7392}
25455075,Guillermo Brown power station,ARG,electricity-generation,-38.6865,-62.4185,trace_-62.4185_-38.6865,owner,AES,1E+11,60,AES Argentina,1E+11,60,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10795},"{1074,1076,10795}"
25455075,Guillermo Brown power station,ARG,electricity-generation,-38.6865,-62.4185,trace_-62.4185_-38.6865,owner,AES,1E+11,40,AES Electroinversora,1E+11,40,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{10795},"{1078,10795}"
25451672,Güemes power station,ARG,electricity-generation,-24.6893,-65.042,trace_-65.042_-24.6893,owner,Pampa Energia,1E+11,100,Pampa Energia,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{8255},{8255}
25450181,Independencia power station,ARG,electricity-generation,-26.8665,-65.2241,trace_-65.2241_-26.8665,owner,Grupo Albanesi,1E+11,100,Generación Mediterránea,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7185},"{1770,7185}"
25455912,Ingeniero White thermal power plant,ARG,electricity-generation,-38.7849,-62.2529,trace_-62.2529_-38.7849,owner,Pampa Energia,1E+11,100,Pampa Energia,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11382},{11382}
25450476,La Plata Cogeneración power station,ARG,electricity-generation,-34.8904,-57.9228,trace_-57.9228_-34.8904,owner,YPF,1E+11,75.01,YPF Luz,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7399},"{2931,7399}"
25450476,La Plata Cogeneración power station,ARG,electricity-generation,-34.8904,-57.9228,trace_-57.9228_-34.8904,owner,General Electric,1E+11,24.99,YPF Luz,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7399},"{2931,7399}"
25455658,Las Palmas power station (Argentina),ARG,electricity-generation,-34.0801,-59.1272,trace_-59.1272_-34.0801,owner,SCC Power,1E+11,100,Araucaria Energy,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11203},"{1168,1169,11203}"
25455681,Loma Campana power station,ARG,electricity-generation,-38.36,-68.7147,trace_-68.7147_-38.36,owner,YPF,1E+11,75.01,YPF Luz,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11224},"{2931,11224}"
25455681,Loma Campana power station,ARG,electricity-generation,-38.36,-68.7147,trace_-68.7147_-38.36,owner,General Electric,1E+11,24.99,YPF Luz,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11224},"{2931,11224}"
25450387,Loma de la Lata power station,ARG,electricity-generation,-38.5127,-68.6061,trace_-68.6061_-38.5127,owner,Pampa Energia,1E+11,100,Pampa Energia,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7329},{7329}
25450396,Luján De Cuyo power station,ARG,electricity-generation,-33.0556,-68.9826,trace_-68.9826_-33.0556,owner,Central Puerto,1E+11,100,Central Puerto,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7336},{7336}
25455787,Manantiales Behr power station,ARG,electricity-generation,-45.6602,-67.8097,trace_-67.8097_-45.6602,owner,YPF,1E+11,75.01,YPF Luz,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11300},"{2931,11300}"
25455787,Manantiales Behr power station,ARG,electricity-generation,-45.6602,-67.8097,trace_-67.8097_-45.6602,owner,General Electric,1E+11,24.99,YPF Luz,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11300},"{2931,11300}"
25453605,Manuel Belgrano I power station,ARG,electricity-generation,-34.1845,-59.006,trace_-59.006_-34.1845,owner,other,1E+11,16.97,other,1E+11,16.97,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9666},{9666}
25453605,Manuel Belgrano I power station,ARG,electricity-generation,-34.1845,-59.006,trace_-59.006_-34.1845,owner,Central Puerto,1E+11,10.83,Central Puerto,1E+11,10.83,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9666},{9666}
25453605,Manuel Belgrano I power station,ARG,electricity-generation,-34.1845,-59.006,trace_-59.006_-34.1845,owner,AES,1E+11,7.2,AES Argentina,1E+11,7.2,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9666},"{1074,1076,9666}"
25453605,Manuel Belgrano I power station,ARG,electricity-generation,-34.1845,-59.006,trace_-59.006_-34.1845,owner,Energía Argentina,1E+11,65,ENARSA - Energía Argentina,1E+11,65,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9666},"{1595,9666}"
25453024,Modesto Maranzana power station,ARG,electricity-generation,-33.1607,-64.3649,trace_-64.3649_-33.1607,owner,Grupo Albanesi,1E+11,100,Generación Mediterránea,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{9251},"{1770,9251}"
25450394,Necochea power station,ARG,electricity-generation,-38.5785,-58.7109,trace_-58.7109_-38.5785,owner,Centrales de la Costa Atlántica,1E+11,100,Centrales de la Costa Atlántica,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7334},{7334}
25450567,Oscar Smith power station,ARG,electricity-generation,-37.2489,-56.9976,trace_-56.9976_-37.2489,owner,Centrales de la Costa Atlántica,1E+11,100,Centrales de la Costa Atlántica,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7467},{7467}
25455695,Parque Pilar thermal power plant,ARG,electricity-generation,-34.4032,-58.9661,trace_-58.9661_-34.4032,owner,Pampa Energia,1E+11,100,Pampa Energia,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.9,,{11236},{11236}
25450851,Patagonia power station,ARG,electricity-generation,-45.7926,-67.5139,trace_-67.5139_-45.7926,owner,Energia Del Sur,1E+11,100,Energia Del Sur,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7668},{7668}
25450805,Piedra Buena power station,ARG,electricity-generation,-38.7875,-62.2537,trace_-62.2537_-38.7875,owner,Pampa Energia,1E+11,100,Pampa Energia,1E+11,100,real_property_power-plant,01-01-2022 00:00,31-12-2022 00:00,49:34.8,,{7635},{7635}
